Time,u1,u2,y1,y2
2010-01-01 00:10:50,1.0,26.0,53.85065179159107,35281.19298490142
2010-01-01 00:11:00,1.0,26.0,39.88989944859876,35260.03581643306
2010-01-01 00:11:10,1.0,26.0,40.10773037902339,35242.102164264325
2010-01-01 00:11:20,1.0,26.0,45.31988576979476,35220.30714748639
2010-01-01 00:11:30,1.0,26.0,44.15067874689576,35201.64391350152
2010-01-01 00:11:40,1.0,26.0,42.63429998776729,35182.0909214815
2010-01-01 00:11:50,1.0,26.0,41.35453841642027,35163.70301585972
2010-01-01 00:12:00,1.0,26.0,48.757397909595355,35141.396479636795
2010-01-01 00:12:10,1.0,26.0,43.3857895571701,35121.739743192746
2010-01-01 00:12:20,1.0,26.0,47.24483562050804,35100.63190196049
2010-01-01 00:12:30,1.0,26.0,43.70109578568025,35080.47045569535
2010-01-01 00:12:40,1.0,26.0,38.09044780030337,35063.27415963848
2010-01-01 00:12:50,1.0,26.0,41.63540734814668,35040.07901292473
2010-01-01 00:13:00,1.0,26.0,46.06943827385666,35024.75499732405
2010-01-01 00:13:10,1.0,26.0,50.127157302152334,35002.06645635589
2010-01-01 00:13:20,1.0,26.0,44.84376345639651,34980.130536058496
2010-01-01 00:13:30,1.0,26.0,42.69618721381478,34963.34466321919
2010-01-01 00:13:40,1.0,26.0,48.43565382022522,34945.964700628116
2010-01-01 00:13:50,1.0,26.0,39.532344974134105,34922.14144125135
2010-01-01 00:14:00,1.0,26.0,38.052229323890934,34903.85388031012
2010-01-01 00:14:10,1.0,26.0,47.62442954195343,34882.93222292605
2010-01-01 00:14:20,1.0,26.0,47.75562005494045,34864.78415526186
2010-01-01 00:14:30,1.0,26.0,54.88023047559328,34848.64206383962
2010-01-01 00:14:40,1.0,26.0,38.19841589387585,34825.42136921692
2010-01-01 00:14:50,1.0,26.0,39.100605110993925,34802.32639358028
2010-01-01 00:15:00,1.0,26.0,45.30010471244574,34785.74022776086
2010-01-01 00:15:10,1.0,26.0,55.63771743890012,34761.702798784965
2010-01-01 00:15:20,1.0,26.0,46.49684401531883,34750.29942811679
2010-01-01 00:15:30,1.0,26.0,43.987679942490274,34725.55337196718
2010-01-01 00:15:40,1.0,26.0,43.73670267873368,34706.543288295
2010-01-01 00:15:50,1.0,26.0,43.86748214761092,34686.118490182496
2010-01-01 00:16:00,1.0,26.0,49.888502987783255,34667.42017140499
2010-01-01 00:16:10,1.0,26.0,45.0928757146507,34645.69751302671
2010-01-01 00:16:20,1.0,26.0,38.14333091132455,34622.99810256483
2010-01-01 00:16:30,1.0,26.0,49.46441556219184,34600.29195145236
2010-01-01 00:16:40,1.0,26.0,44.073496650843275,34581.96090839526
2010-01-01 00:16:50,1.0,26.0,36.14729135028599,34568.55437790512
2010-01-01 00:17:00,1.0,26.0,47.94601385031101,34546.196593584515
2010-01-01 00:17:10,1.0,26.0,56.001281803063506,34528.37702571578
2010-01-01 00:17:20,1.0,26.0,48.52150011973403,34508.05877272344
2010-01-01 00:17:30,1.0,26.0,41.211513556551765,34487.63155437789
2010-01-01 00:17:40,1.0,26.0,55.44552816368056,34466.85526685776
2010-01-01 00:17:50,1.0,26.0,46.30317991240751,34448.35843105048
2010-01-01 00:18:00,1.0,26.0,45.393134401254066,34428.49095971639
2010-01-01 00:18:10,1.0,26.0,42.323729862876334,34406.337674448136
2010-01-01 00:18:20,1.0,26.0,45.8904927795874,34389.28967071039
2010-01-01 00:18:30,1.0,26.0,42.03153761158302,34370.40773759925
2010-01-01 00:18:40,1.0,26.0,55.30278528954868,34345.90300224539
2010-01-01 00:18:50,1.0,26.0,42.78875360080181,34329.23373198685
2010-01-01 00:19:00,1.0,26.0,38.9648423841311,34306.00651301355
2010-01-01 00:19:10,1.0,26.0,44.21595328614176,34291.184262032046
2010-01-01 00:19:20,1.0,26.0,35.745765207590736,34268.239371962954
2010-01-01 00:19:30,1.0,26.0,45.59249152873025,34247.854043046085
2010-01-01 00:19:40,1.0,26.0,47.30459199714343,34227.87634298464
2010-01-01 00:19:50,1.0,26.0,47.78502103911843,34208.586451429685
2010-01-01 00:20:00,1.0,26.0,47.021745877153386,34186.608212431005
2010-01-01 00:20:10,1.0,26.0,36.34804627503409,34170.852862802654
2010-01-01 00:20:20,1.0,26.0,42.42202320769648,34147.61382853753
2010-01-01 00:20:30,1.0,26.0,45.455084606268585,34129.82391260684
2010-01-01 00:20:40,1.0,26.0,36.636254322441516,34109.39442327603
2010-01-01 00:20:50,1.0,26.0,41.07222415297398,34091.250824977695
2010-01-01 00:21:00,1.0,26.0,46.998813546872675,34071.536388391556
2010-01-01 00:21:10,1.0,26.0,50.296055850054785,34051.206787503346
2010-01-01 00:21:20,1.0,26.0,51.03131678283279,34029.79836177737
2010-01-01 00:21:30,1.0,26.0,43.564084118342045,34011.28160871682
2010-01-01 00:21:40,1.0,26.0,38.368849467143214,33989.450909166924
2010-01-01 00:21:50,1.0,26.0,44.61739062865431,33971.34952907588
2010-01-01 00:22:00,1.0,26.0,41.1287543548436,33953.7385407163
2010-01-01 00:22:10,1.0,26.0,42.50048486291013,33933.22899869549
2010-01-01 00:22:20,1.0,26.0,51.061567515219465,33912.04389162026
2010-01-01 00:22:30,1.0,26.0,39.802036316857155,33889.94280783707
2010-01-01 00:22:40,1.0,26.0,55.52106079065363,33872.88196022068
2010-01-01 00:22:50,1.0,26.0,44.82342438517397,33852.53804810031
2010-01-01 00:23:00,1.0,26.0,55.7222551503126,33832.79675753292
2010-01-01 00:23:10,1.0,26.0,51.81807334018279,33814.29416218614
2010-01-01 00:23:20,1.0,26.0,56.47627441392014,33793.83373138754
2010-01-01 00:23:30,1.0,26.0,47.63460131379173,33770.75677605034
2010-01-01 00:23:40,1.0,26.0,44.409486875975475,33752.26449090564
2010-01-01 00:23:50,1.0,26.0,51.66992788988877,33731.91656807403
2010-01-01 00:24:00,1.0,26.0,47.45009573676882,33714.53260339083
2010-01-01 00:24:10,1.0,26.0,39.870729834928326,33692.09705224712
2010-01-01 00:24:20,1.0,26.0,46.88023951530903,33674.181811795126
2010-01-01 00:24:30,1.0,26.0,43.99534481217657,33656.96223269407
2010-01-01 00:24:40,1.0,26.0,45.308071433969005,33637.47351445877
2010-01-01 00:24:50,1.0,26.0,45.72969667349602,33616.245986438706
2010-01-01 00:25:00,1.0,26.0,42.8591863445626,33597.50497263379
2010-01-01 00:25:10,1.0,26.0,45.21257747243683,33576.03812929597
2010-01-01 00:25:20,1.0,26.0,53.74075552015929,33555.15811410402
2010-01-01 00:25:30,1.0,26.0,44.32979023655798,33537.33406614173
2010-01-01 00:25:40,1.0,26.0,45.330901151363435,33514.39878480748
2010-01-01 00:25:50,1.0,26.0,41.978586134167,33497.717859773074
2010-01-01 00:26:00,1.0,26.0,43.88055915871028,33476.74733759906
2010-01-01 00:26:10,1.0,73.0,48.0673980754095,33459.88010335987
2010-01-01 00:26:20,1.0,73.0,49.34978965571281,33490.39656464142
2010-01-01 00:26:30,1.0,73.0,47.905405848573224,33521.57847959534
2010-01-01 00:26:40,1.0,73.0,40.50181215641695,33546.47447753243
2010-01-01 00:26:50,1.0,73.0,50.842899136045666,33574.13759592234
2010-01-01 00:27:00,1.0,73.0,38.76515245136807,33599.47306651717
2010-01-01 00:27:10,1.0,73.0,50.279460024095165,33628.31207519274
2010-01-01 00:27:20,1.0,73.0,42.363380216982165,33653.76739362648
2010-01-01 00:27:30,1.0,73.0,44.05180661288311,33682.74821038931
2010-01-01 00:27:40,1.0,73.0,41.24302250336956,33707.64903548724
2010-01-01 00:27:50,1.0,73.0,41.43625032081459,33736.40708281456
2010-01-01 00:28:00,1.0,73.0,38.91546358249103,33760.255836265984
2010-01-01 00:28:10,1.0,73.0,46.363976687535754,33789.956688498205
2010-01-01 00:28:20,1.0,73.0,46.04614342700179,33820.5683538314
2010-01-01 00:28:30,1.0,73.0,58.37283886508723,33841.958578779224
2010-01-01 00:28:40,1.0,73.0,46.58883634745752,33872.36720041422
2010-01-01 00:28:50,1.0,73.0,54.97409036777141,33899.73698174633
2010-01-01 00:29:00,1.0,73.0,54.3452027803084,33929.80778015414
2010-01-01 00:29:10,1.0,73.0,46.60646361560909,33956.229579984334
2010-01-01 00:29:20,1.0,73.0,50.47879644924009,33978.28306496919
2010-01-01 00:29:30,1.0,73.0,29.90869863843953,34005.804133400205
2010-01-01 00:29:40,1.0,73.0,52.63610129178006,34035.99996983198
2010-01-01 00:29:50,1.0,73.0,45.8077230518392,34058.07719863289
2010-01-01 00:30:00,1.0,73.0,48.03672221851377,34088.47327497338
2010-01-01 00:30:10,1.0,73.0,44.60807969604521,34116.3719002587
2010-01-01 00:30:20,1.0,73.0,40.51844838861978,34141.759165008094
2010-01-01 00:30:30,1.0,73.0,41.267736312718455,34172.065229790365
2010-01-01 00:30:40,1.0,73.0,38.711786207919864,34195.44318408915
2010-01-01 00:30:50,5.0,73.0,44.11512569166272,34223.518957312015
2010-01-01 00:31:00,5.0,73.0,41.43516256924559,34253.22747087757
2010-01-01 00:31:10,5.0,73.0,46.20104386708795,34280.34786505553
2010-01-01 00:31:20,5.0,73.0,44.038496231419174,34303.37306562586
2010-01-01 00:31:30,5.0,73.0,44.44905452634613,34333.12456587024
2010-01-01 00:31:40,5.0,73.0,46.33154718417768,34363.02353149626
2010-01-01 00:31:50,5.0,73.0,50.28531127504812,34391.51255815806
2010-01-01 00:32:00,5.0,73.0,40.98131260324346,34412.803031200194
2010-01-01 00:32:10,5.0,73.0,52.854909281133075,34444.29301690397
2010-01-01 00:32:20,5.0,73.0,49.204498879801555,34470.8323223874
2010-01-01 00:32:30,5.0,73.0,44.83188581968055,34498.301360535
2010-01-01 00:32:40,5.0,73.0,42.63902981345491,34523.47909827249
2010-01-01 00:32:50,5.0,73.0,42.902812973851255,34549.44973028248
2010-01-01 00:33:00,5.0,73.0,45.59217363663209,34581.32846164057
2010-01-01 00:33:10,5.0,73.0,40.75136246936904,34605.678867859664
2010-01-01 00:33:20,5.0,73.0,52.9813347685917,34634.76563969942
2010-01-01 00:33:30,5.0,73.0,39.56924903818475,34660.68523197655
2010-01-01 00:33:40,5.0,73.0,43.971917024472695,34687.91331698065
2010-01-01 00:33:50,5.0,73.0,34.55577070566488,34714.71237321557
2010-01-01 00:34:00,5.0,73.0,40.37134077570827,34741.394863340625
2010-01-01 00:34:10,5.0,73.0,43.47146311988176,34771.31920589053
2010-01-01 00:34:20,5.0,73.0,38.1903997865881,34795.84933462838
2010-01-01 00:34:30,5.0,73.0,46.29409701623421,34823.87563454865
2010-01-01 00:34:40,5.0,73.0,41.565560596257136,34849.72964992345
2010-01-01 00:34:50,5.0,73.0,31.065710630273074,34878.72540448606
2010-01-01 00:35:00,5.0,73.0,42.94490890804764,34902.47499976145
2010-01-01 00:35:10,5.0,73.0,31.14723602665584,34930.268279464006
2010-01-01 00:35:20,5.0,73.0,34.36589704271338,34958.73887084442
2010-01-01 00:35:30,5.0,73.0,35.58776750478,34987.20095442424
2010-01-01 00:35:40,5.0,73.0,30.77311281281596,35010.4808576505
2010-01-01 00:35:50,5.0,73.0,30.597120030222612,35039.33517309831
2010-01-01 00:36:00,5.0,73.0,35.111139860133044,35070.24460320085
2010-01-01 00:36:10,5.0,73.0,34.068390752405136,35093.973794786456
2010-01-01 00:36:20,5.0,73.0,37.87608859374868,35122.838023722106
2010-01-01 00:36:30,5.0,73.0,34.57125637122517,35146.16193644889
2010-01-01 00:36:40,5.0,73.0,34.139783216212656,35173.569201583654
2010-01-01 00:36:50,5.0,73.0,31.21987731722913,35203.27373282534
2010-01-01 00:37:00,5.0,73.0,38.19842264606198,35229.004213268505
2010-01-01 00:37:10,5.0,73.0,30.62489119024555,35259.24115168597
2010-01-01 00:37:20,5.0,73.0,23.94125922885743,35285.579793328645
2010-01-01 00:37:30,5.0,73.0,40.277253065988376,35310.0710130867
2010-01-01 00:37:40,5.0,73.0,36.493860816716605,35342.42079692061
2010-01-01 00:37:50,5.0,73.0,30.254035912314215,35367.44166452202
2010-01-01 00:38:00,5.0,73.0,28.30775784859948,35397.410365177806
2010-01-01 00:38:10,5.0,73.0,23.870394534993114,35421.3623332134
2010-01-01 00:38:20,5.0,73.0,27.068651437164906,35446.67169806537
2010-01-01 00:38:30,5.0,73.0,26.067235398349123,35478.709984063345
2010-01-01 00:38:40,5.0,73.0,20.07996114609313,35503.94511370222
2010-01-01 00:38:50,5.0,73.0,33.00429401147697,35534.670450847814
2010-01-01 00:39:00,5.0,73.0,30.210308870315664,35557.05839101442
2010-01-01 00:39:10,5.0,73.0,27.67268308471596,35585.79887309864
2010-01-01 00:39:20,5.0,73.0,19.495842936922546,35614.52790739287
2010-01-01 00:39:30,5.0,73.0,36.770896834674105,35638.55063728753
2010-01-01 00:39:40,5.0,73.0,33.37603008872908,35668.921139304555
2010-01-01 00:39:50,5.0,73.0,27.410528243829745,35697.351068454496
2010-01-01 00:40:00,5.0,73.0,27.353633218434332,35722.167553770465
2010-01-01 00:40:10,5.0,73.0,23.59907946137478,35750.66823403045
2010-01-01 00:40:20,5.0,73.0,25.684714118650092,35772.50621709447
2010-01-01 00:40:30,5.0,73.0,28.89996871344073,35801.17197529532
2010-01-01 00:40:40,5.0,73.0,38.28740493914233,35832.31562870659
2010-01-01 00:40:50,5.0,73.0,35.179704967082586,35857.98274729527
2010-01-01 00:41:00,5.0,73.0,29.93633185731461,35882.012204273306
2010-01-01 00:41:10,5.0,73.0,31.602598713204433,35909.377903495726
2010-01-01 00:41:20,5.0,73.0,27.779684360474437,35939.28485092545
2010-01-01 00:41:30,5.0,73.0,31.709537900243056,35965.62842159049
2010-01-01 00:41:40,5.0,73.0,24.776878200446212,35993.07762397923
2010-01-01 00:41:50,5.0,73.0,26.915676079656976,36017.93935801703
2010-01-01 00:42:00,5.0,73.0,27.158211638539797,36046.48891251837
2010-01-01 00:42:10,5.0,73.0,23.338403314608676,36072.6128125213
2010-01-01 00:42:20,5.0,73.0,24.44420776024959,36101.66292369601
2010-01-01 00:42:30,5.0,73.0,32.89779264031681,36126.73342127683
2010-01-01 00:42:40,5.0,73.0,32.70434061079676,36153.955876256456
2010-01-01 00:42:50,5.0,73.0,28.458473023481645,36181.22668541098
2010-01-01 00:43:00,5.0,73.0,16.71402122269904,36211.10986711536
2010-01-01 00:43:10,5.0,73.0,28.472500687982265,36236.44380482263
2010-01-01 00:43:20,5.0,73.0,23.018380377087837,36261.71845986517
2010-01-01 00:43:30,5.0,73.0,26.4488017017935,36291.71147188257
2010-01-01 00:43:40,5.0,73.0,26.158459349139427,36318.22487424905
2010-01-01 00:43:50,5.0,73.0,33.40335038387629,36345.06923837514
2010-01-01 00:44:00,5.0,73.0,42.50003756878742,36369.92482058878
2010-01-01 00:44:10,5.0,73.0,32.33603911337186,36400.60942800747
2010-01-01 00:44:20,5.0,73.0,40.355134261237055,36427.478776339594
2010-01-01 00:44:30,5.0,73.0,27.222463252804577,36454.904549977255
2010-01-01 00:44:40,5.0,73.0,28.242840957322944,36485.081315859294
2010-01-01 00:44:50,5.0,73.0,28.41909536437969,36509.16824772004
2010-01-01 00:45:00,5.0,73.0,29.01727574868192,36537.24641125382
2010-01-01 00:45:10,5.0,73.0,28.773868936433168,36567.30561117108
2010-01-01 00:45:20,5.0,73.0,28.142299385261317,36590.35531511128
2010-01-01 00:45:30,5.0,73.0,27.027092639444938,36618.475493343205
2010-01-01 00:45:40,5.0,73.0,26.278987401778135,36646.49299541262
2010-01-01 00:45:50,5.0,73.0,24.8323780646483,36674.1394450347
2010-01-01 00:46:00,5.0,73.0,29.584319445949987,36701.63874221914
2010-01-01 00:46:10,5.0,73.0,26.76078833912757,36729.8144783065
2010-01-01 00:46:20,5.0,73.0,22.219289972852103,36753.69495198192
2010-01-01 00:46:30,5.0,73.0,26.02229221830043,36778.750798625835
2010-01-01 00:46:40,5.0,73.0,24.164950347299577,36805.40410618103
2010-01-01 00:46:50,5.0,73.0,12.023085036264291,36837.23821743201
2010-01-01 00:47:00,5.0,73.0,30.426792396212683,36861.0408409626
2010-01-01 00:47:10,5.0,73.0,16.431355675610313,36889.35238804115
2010-01-01 00:47:20,5.0,73.0,28.13155525407449,36918.733109124674
2010-01-01 00:47:30,5.0,73.0,32.31899929228816,36942.872936447806
2010-01-01 00:47:40,5.0,73.0,25.56947830646149,36968.10231271718
2010-01-01 00:47:50,5.0,73.0,31.755007197944728,37001.51226820364
2010-01-01 00:48:00,5.0,73.0,32.107384360181385,37024.49278853522
2010-01-01 00:48:10,5.0,73.0,25.63916216478019,37052.96223777547
2010-01-01 00:48:20,5.0,73.0,17.443759192532422,37077.92949517731
2010-01-01 00:48:30,5.0,73.0,25.022740799866703,37107.602114382775
2010-01-01 00:48:40,5.0,73.0,26.686619426424762,37133.39400780035
2010-01-01 00:48:50,5.0,73.0,21.69134595793205,37162.843174219845
2010-01-01 00:49:00,5.0,73.0,16.93364383817449,37187.88965425865
2010-01-01 00:49:10,5.0,73.0,25.312303190075585,37214.4420991451
2010-01-01 00:49:20,5.0,73.0,29.22027535934963,37241.42575596245
2010-01-01 00:49:30,5.0,73.0,15.56290564540285,37269.06034131937
2010-01-01 00:49:40,5.0,73.0,27.313410030626635,37296.69815838491
2010-01-01 00:49:50,5.0,73.0,22.60460653303076,37322.486879328746
2010-01-01 00:50:00,5.0,73.0,25.49293566690633,37354.491458359036
2010-01-01 00:50:10,5.0,73.0,24.086110827687612,37380.607419564614
2010-01-01 00:50:20,5.0,73.0,20.16059402124652,37409.48823230534
2010-01-01 00:50:30,5.0,73.0,20.251925151075746,37435.643139196254
2010-01-01 00:50:40,5.0,73.0,31.26156196465488,37459.83135349099
2010-01-01 00:50:50,5.0,73.0,31.554702088177866,37491.43596854485
2010-01-01 00:51:00,5.0,73.0,23.64172320872894,37511.601866801546
2010-01-01 00:51:10,5.0,73.0,31.58743707628475,37538.99763042961
2010-01-01 00:51:20,5.0,73.0,33.103513799062604,37569.54933776208
2010-01-01 00:51:30,5.0,73.0,31.645064326838977,37591.79038644329
2010-01-01 00:51:40,5.0,73.0,34.15917278798277,37622.852026611276
2010-01-01 00:51:50,5.0,73.0,25.158458525899036,37652.17499300228
2010-01-01 00:52:00,5.0,73.0,22.56951481726097,37674.969673879605
2010-01-01 00:52:10,5.0,73.0,25.877535955161637,37707.65493821813
2010-01-01 00:52:20,5.0,73.0,23.697414549770695,37731.99735545166
2010-01-01 00:52:30,5.0,73.0,29.64876893864592,37759.17005466491
2010-01-01 00:52:40,5.0,73.0,34.06696123783913,37787.28773589596
2010-01-01 00:52:50,5.0,73.0,27.188861378714606,37813.714319923856
2010-01-01 00:53:00,5.0,73.0,19.132771324749648,37842.1339944989
2010-01-01 00:53:10,5.0,73.0,21.778946373885603,37869.37244044237
2010-01-01 00:53:20,5.0,73.0,23.526243233810806,37895.38969895945
2010-01-01 00:53:30,5.0,73.0,30.918016465168208,37922.0410804277
2010-01-01 00:53:40,5.0,73.0,18.67878093231922,37954.8012501511
2010-01-01 00:53:50,5.0,73.0,29.94406775114739,37976.32657285166
2010-01-01 00:54:00,5.0,73.0,20.825833082199857,38003.444409864445
2010-01-01 00:54:10,5.0,73.0,21.28473252452764,38032.88010238669
2010-01-01 00:54:20,5.0,73.0,24.255936569634013,38055.69414530788
2010-01-01 00:54:30,5.0,73.0,29.948414697155773,38083.43095920157
2010-01-01 00:54:40,5.0,73.0,22.63836992995733,38115.036143827325
2010-01-01 00:54:50,5.0,73.0,33.91756369949718,38139.95139694587
2010-01-01 00:55:00,5.0,73.0,29.352314335240465,38166.713356541324
2010-01-01 00:55:10,5.0,73.0,26.38876502189801,38194.74124175266
2010-01-01 00:55:20,5.0,73.0,23.25567943769415,38219.684316598745
2010-01-01 00:55:30,5.0,73.0,27.891673267106302,38245.99041447318
2010-01-01 00:55:40,5.0,73.0,27.60606134536022,38275.61950998599
2010-01-01 00:55:50,5.0,73.0,26.002107618098517,38303.960407968494
2010-01-01 00:56:00,5.0,73.0,23.94303967665075,38330.73651808039
2010-01-01 00:56:10,5.0,73.0,27.408750801250903,38356.65881502045
2010-01-01 00:56:20,5.0,73.0,31.021626776115973,38386.36594308379
2010-01-01 00:56:30,5.0,73.0,30.378014288572018,38412.57646193575
2010-01-01 00:56:40,5.0,73.0,25.98009718839172,38439.30766521313
2010-01-01 00:56:50,5.0,73.0,33.65218436287386,38465.1172049036
2010-01-01 00:57:00,5.0,73.0,25.43999314788228,38494.39915299861
2010-01-01 00:57:10,5.0,73.0,22.594512870480873,38521.47554181776
2010-01-01 00:57:20,5.0,73.0,25.103172852315442,38544.896018913845
2010-01-01 00:57:30,5.0,73.0,26.198131777952547,38575.80764563603
2010-01-01 00:57:40,5.0,73.0,24.710846963712868,38603.46272559178
2010-01-01 00:57:50,5.0,73.0,31.74227824545339,38629.09799488515
2010-01-01 00:58:00,5.0,73.0,28.218993540565116,38655.879125472085
2010-01-01 00:58:10,5.0,73.0,25.61431703594605,38685.120100399276
2010-01-01 00:58:20,5.0,73.0,24.677123124975772,38715.99339082082
2010-01-01 00:58:30,5.0,73.0,24.237548816103704,38738.697224166
2010-01-01 00:58:40,5.0,73.0,29.619189086339173,38767.91865988676
2010-01-01 00:58:50,5.0,73.0,22.93273872224431,38789.18333131635
2010-01-01 00:59:00,5.0,73.0,31.03148225082363,38817.041911930355
2010-01-01 00:59:10,5.0,73.0,28.70438906719931,38847.072842930414
2010-01-01 00:59:20,5.0,73.0,25.376085302388873,38874.73891392146
2010-01-01 00:59:30,5.0,73.0,23.032062337082237,38903.69368832238
2010-01-01 00:59:40,5.0,73.0,27.384864511927887,38927.91096345774
2010-01-01 00:59:50,5.0,73.0,17.63289288622876,38953.02190302983
2010-01-01 01:00:00,5.0,73.0,24.709473549568187,38982.794333317375
2010-01-01 01:00:10,5.0,73.0,19.401644394692845,39008.38374565876
2010-01-01 01:00:20,5.0,73.0,27.679007148613607,39039.53138338213
2010-01-01 01:00:30,5.0,73.0,22.675950230199835,39060.636069881446
2010-01-01 01:00:40,5.0,73.0,18.241412681889216,39093.23566710485
2010-01-01 01:00:50,5.0,73.0,22.208891871494206,39116.278971669824
2010-01-01 01:01:00,5.0,73.0,25.2912320325998,39148.473492206445
2010-01-01 01:01:10,5.0,73.0,20.887714931247714,39172.31612745818
2010-01-01 01:01:20,5.0,73.0,30.121667702204377,39200.05590155787
2010-01-01 01:01:30,1.0,73.0,35.48558301199432,39228.54083304593
2010-01-01 01:01:40,1.0,73.0,20.59402558599601,39252.46400500453
2010-01-01 01:01:50,1.0,73.0,22.396656282332586,39280.81728724218
2010-01-01 01:02:00,1.0,73.0,27.186846730546208,39308.43419512846
2010-01-01 01:02:10,1.0,73.0,23.31678257578341,39337.32109720097
2010-01-01 01:02:20,1.0,73.0,20.89843822821117,39365.99876127046
2010-01-01 01:02:30,1.0,73.0,23.787841216693213,39387.242496699095
2010-01-01 01:02:40,1.0,73.0,21.775086586827957,39416.96389184072
2010-01-01 01:02:50,1.0,73.0,27.684603673030495,39445.76051306068
2010-01-01 01:03:00,1.0,73.0,17.71333334246316,39472.61111167878
2010-01-01 01:03:10,1.0,73.0,28.281454446908825,39497.15416696455
2010-01-01 01:03:20,1.0,73.0,32.78555001708025,39522.76038525096
2010-01-01 01:03:30,1.0,73.0,24.896789931934272,39552.207518368945
2010-01-01 01:03:40,1.0,73.0,23.142044939283988,39583.290261695445
2010-01-01 01:03:50,1.0,73.0,26.25214575123315,39606.30398411077
2010-01-01 01:04:00,1.0,73.0,23.569209505112216,39635.841445334394
2010-01-01 01:04:10,1.0,73.0,25.241128884064874,39662.18341815272
2010-01-01 01:04:20,1.0,73.0,29.73450405208155,39689.74608023256
2010-01-01 01:04:30,1.0,73.0,37.28767607132479,39716.98867580576
2010-01-01 01:04:40,1.0,73.0,26.85231269104484,39742.97547083038
2010-01-01 01:04:50,1.0,73.0,27.628854300152707,39768.78315890375
2010-01-01 01:05:00,1.0,73.0,31.707825996531835,39799.833710088526
2010-01-01 01:05:10,1.0,26.0,34.5770125738077,39816.734520943435
2010-01-01 01:05:20,1.0,26.0,33.188669043098876,39801.911752582426
2010-01-01 01:05:30,1.0,26.0,38.3424041296252,39773.964038128484
2010-01-01 01:05:40,1.0,26.0,30.463320366719028,39759.897845220556
2010-01-01 01:05:50,1.0,26.0,31.365110009319196,39738.442444800785
2010-01-01 01:06:00,1.0,26.0,39.05863157706847,39720.01636640166
2010-01-01 01:06:10,1.0,26.0,31.975903964137935,39693.4015083709
